kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_prad,koi_steff,koi_slogg,koi_srad,koi_kepmag,koi_depth_missing,koi_prad_missing,koi_srad_missing,koi_steff_missing,koi_slogg_missing
K00891.01,CONFIRMED,10.00653012,5.344,936.1,3.52,6063.0,4.47,1.001,15.063,0,0,0,0,0
K00012.01,CONFIRMED,17.855221681,7.41287,9065.2,13.16,6823.0,4.308,1.367,11.353,0,0,0,0,0
K00901.01,CANDIDATE,12.732624065,2.2083,6465.7,4.87,3950.0,4.721,0.541,15.75,0,0,0,0,0
K00902.01,CANDIDATE,83.92494032,6.7904,7958.7,4.78,3960.0,4.746,0.509,15.754,0,0,0,0,0
K00903.01,CONFIRMED,5.007316661,4.2362,6932.3,6.96,5865.0,4.563,0.827,15.813,0,0,0,0,0
K00904.01,CONFIRMED,2.211116989,1.6485,724.2,1.85,4500.0,4.656,0.646,15.791,0,0,0,0,0
K00904.02,CONFIRMED,27.9541337,3.95,942.5,1.9,4500.0,4.656,0.646,15.791,0,0,0,0,0
K00124.01,CONFIRMED,12.69104387,3.7727,252.1,2.57,5869.0,4.024,1.626,12.935,0,0,0,0,0
K00895.01,FALSE POSITIVE,4.409409243,3.8636,12861.0,10.95,5600.0,4.368,0.975,15.403,0,0,0,0,0
K00896.01,CONFIRMED,16.23947096,4.0374,2590.7,4.14,5191.0,4.564,0.837,15.258,0,0,0,0,0
K00896.02,CONFIRMED,6.308201629,2.9785,1328.5,2.96,5191.0,4.564,0.837,15.258,0,0,0,0,0
K00897.01,CONFIRMED,2.052349884,2.0778,14281.0,13.12,5855.0,4.393,1.08,15.257,0,0,0,0,0
K00898.01,CONFIRMED,9.7704486,2.4517,1897.8,2.23,3906.0,4.73,0.509,15.777,0,0,0,0,0
K00898.02,CONFIRMED,5.169804269,2.153,1037.4,1.66,3906.0,4.73,0.509,15.777,0,0,0,0,0
K00123.02,CONFIRMED,21.22261195,6.5093,366.0,2.48,5945.0,4.213,1.302,12.365,0,0,0,0,0
K00898.03,CONFIRMED,20.09017037,4.154,1432.1,2.25,3906.0,4.73,0.509,15.777,0,0,0,0,0
K00899.01,CONFIRMED,7.11373257,2.1764,807.6,1.16,3561.0,4.855,0.411,15.234,0,0,0,0,0
K00899.02,CONFIRMED,3.306551643,1.8177,509.2,0.91,3561.0,4.855,0.411,15.234,0,0,0,0,0
K00899.03,CONFIRMED,15.36845737,2.4714,756.1,1.11,3561.0,4.855,0.411,15.234,0,0,0,0,0
K00900.01,CONFIRMED,13.81020318,3.048,1309.7,4.56,5942.0,4.327,1.142,15.425,0,0,0,0,0
K00911.01,CONFIRMED,4.093578461,2.5833,538.6,2.85,6077.0,4.471,0.999,15.399,0,0,0,0,0
K00911.02,CONFIRMED,105.145959,8.593,685.4,3.43,6077.0,4.471,0.999,15.399,0,0,0,0,0
K00912.01,CONFIRMED,10.8484518,2.9993,1675.6,2.34,4201.0,4.682,0.591,15.058,0,0,0,0,0
K00912.02,CONFIRMED,6.66833241,1.915,362.3,1.18,4201.0,4.682,0.591,15.058,0,0,0,0,0
K00913.01,CONFIRMED,4.082274889,3.23015,17859.0,10.55,5655.0,4.581,0.794,15.198,0,0,0,0,0
K00914.01,CANDIDATE,3.886655224,3.1646,581.6,1.87,5662.0,4.61,0.738,15.371,0,0,0,0,0
K00904.03,CONFIRMED,42.1406089,5.083,895.5,1.85,4500.0,4.656,0.646,15.791,0,0,0,0,0
K00904.04,CONFIRMED,4.617490562,2.2618,575.8,1.62,4500.0,4.656,0.646,15.791,0,0,0,0,0
K00904.05,CONFIRMED,10.19849255,2.4283,634.1,1.75,4500.0,4.656,0.646,15.791,0,0,0,0,0
K00905.01,FALSE POSITIVE,5.795063956,3.2496,1692.9,4.33,5865.0,4.563,0.827,15.289,0,0,0,0,0
K00906.01,CONFIRMED,7.15681552,2.5882,867.0,2.47,5029.0,4.494,0.838,15.46,0,0,0,0,0
K00906.02,CONFIRMED,17.64830851,2.0873,763.3,2.43,5029.0,4.494,0.838,15.46,0,0,0,0,0
K00906.03,CONFIRMED,4.14810719,2.535,175.2,1.08,5029.0,4.494,0.838,15.46,0,0,0,0,0
K00907.01,CONFIRMED,16.51410989,4.1575,973.5,2.72,5527.0,4.488,0.866,15.223,0,0,0,0,0
K00907.02,CONFIRMED,30.1329298,5.172,1015.8,3.14,5527.0,4.488,0.866,15.223,0,0,0,0,0
K00907.03,CONFIRMED,4.79090809,2.603,251.3,1.36,5527.0,4.488,0.866,15.223,0,0,0,0,0
K00124.02,CONFIRMED,31.71981013,4.819,363.4,3.09,5869.0,4.024,1.626,12.935,0,0,0,0,0
K00907.04,CONFIRMED,99.6415962,4.448,952.5,2.64,5527.0,4.488,0.866,15.223,0,0,0,0,0
K00908.01,CONFIRMED,4.708326451,3.16114,7912.7,10.6,5560.0,4.246,1.21,15.113,0,0,0,0,0
K00909.01,FALSE POSITIVE,16.37198661,3.8449,4147.6,540.37,4187.0,4.656,0.592,15.654,0,0,0,0,0
K00910.01,CONFIRMED,5.392026903,2.9804,1151.4,2.68,5198.0,4.589,0.801,15.651,0,0,0,0,0
K00928.01,CANDIDATE,2.494170338,1.1221,863.7,2.42,5569.0,4.566,0.829,15.251,0,0,0,0,0
K00929.01,CONFIRMED,6.491682808,4.301,7163.3,9.66,6123.0,4.413,1.107,15.649,0,0,0,0,0
K00930.01,FALSE POSITIVE,3.044770796,10.0134,1695.0,24.54,5525.0,4.603,0.753,15.621,0,0,0,0,0
K00931.01,CONFIRMED,3.855603916,3.2179,16653.0,13.61,6033.0,4.46,1.046,15.272,0,0,0,0,0
K00932.01,FALSE POSITIVE,3.855599139,3.183,1030.9,3.57,5936.0,4.501,0.965,15.054,0,0,0,0,0
K00125.01,CONFIRMED,38.47876629,5.04169,23530.0,13.26,5510.0,4.539,0.879,13.779,0,0,0,0,0
K00915.01,FALSE POSITIVE,37.601661282,8.30604,59130.0,27.22,6140.0,4.354,1.096,15.505,0,0,0,0,0
K00916.01,CONFIRMED,3.314947362,1.8007,1398.2,3.94,5609.0,4.481,0.944,15.142,0,0,0,0,0
K00917.01,FALSE POSITIVE,6.71969089,3.0231,969.7,4.37,5931.0,4.479,0.866,15.172,0,0,0,0,0
K00918.01,CONFIRMED,39.6431552,6.5292,15664.0,10.98,5231.0,4.455,0.9,15.011,0,0,0,0,0
K00919.01,FALSE POSITIVE,51.42598578,16.9422,66068.0,29.66,6257.0,4.41,1.147,15.631,0,0,0,0,0
K00920.01,CONFIRMED,21.80451611,3.4097,1144.9,2.6,5481.0,4.629,0.708,15.067,0,0,0,0,0
K00921.01,CONFIRMED,10.28194593,3.4366,1110.7,2.53,5196.0,4.593,0.775,15.532,0,0,0,0,0
K00921.02,CONFIRMED,18.11993039,4.2309,1506.9,2.95,5196.0,4.593,0.775,15.532,0,0,0,0,0
K00921.03,CONFIRMED,3.78402867,1.9012,426.1,1.7,5196.0,4.593,0.775,15.532,0,0,0,0,0
K00922.01,CONFIRMED,5.15448142,3.228,697.5,2.94,5431.0,4.457,0.884,15.365,0,0,0,0,0
K00126.01,FALSE POSITIVE,33.80364366,11.4813,13494.0,20.7,5855.0,3.999,1.796,13.109,0,0,0,0,0
K00923.01,CONFIRMED,5.743469797,3.4412,1240.2,3.13,5897.0,4.531,0.891,15.543,0,0,0,0,0
K00924.01,CANDIDATE,39.4759093,2.968,1012.6,4.06,6225.0,4.45,1.031,15.229,0,0,0,0,0
K00925.01,FALSE POSITIVE,19.974485239,4.23479,40293.0,26.56,6108.0,4.471,0.997,15.217,0,0,0,0,0
K00926.01,CONFIRMED,3.166353562,3.3129,1473.4,3.82,6007.0,4.47,0.998,15.603,0,0,0,0,0
K00927.01,FALSE POSITIVE,23.899634407,3.81881,20953.0,44.04,6192.0,4.503,0.924,15.453,0,0,0,0,0
K00939.01,CONFIRMED,3.388012244,2.6849,280.1,2.11,5553.0,4.221,1.25,15.065,0,0,0,0,0
K00939.02,CONFIRMED,5.83909761,3.1915,273.6,2.06,5553.0,4.221,1.25,15.065,0,0,0,0,0
K00939.03,CONFIRMED,1.620467654,2.1888,159.6,1.57,5553.0,4.221,1.25,15.065,0,0,0,0,0
K00939.04,CONFIRMED,10.6816951,3.605,307.8,2.3,5553.0,4.221,1.25,15.065,0,0,0,0,0
K00940.01,CONFIRMED,6.104849417,4.6912,2090.3,3.18,5085.0,4.584,0.712,15.017,0,0,0,0,0
K00127.01,CONFIRMED,3.578780566,2.91089,11382.0,10.43,5524.0,4.421,0.994,13.938,0,0,0,0,0
K00933.01,FALSE POSITIVE,3.187067566,3.119,1037.4,23.88,5450.0,4.552,0.811,15.653,0,0,0,0,0
K00934.01,CONFIRMED,5.826657508,2.9183,1539.1,4.09,5561.0,4.362,1.06,15.843,0,0,0,0,0
K00934.02,CONFIRMED,12.41216347,3.739,611.3,2.58,5561.0,4.362,1.06,15.843,0,0,0,0,0
K00934.03,CONFIRMED,18.74649011,3.895,796.8,3.05,5561.0,4.362,1.06,15.843,0,0,0,0,0
K00935.01,CONFIRMED,20.86021229,5.1937,1910.5,5.5,6035.0,4.22,1.257,15.237,0,0,0,0,0
K00935.02,CONFIRMED,42.63427848,6.1998,1719.3,5.22,6035.0,4.22,1.257,15.237,0,0,0,0,0
K00935.03,CONFIRMED,87.6476068,8.871,1009.6,4.0,6035.0,4.22,1.257,15.237,0,0,0,0,0
K00935.04,CANDIDATE,9.61731426,3.8692,234.0,1.94,6035.0,4.22,1.257,15.237,0,0,0,0,0
K00936.01,CONFIRMED,9.467821474,2.4327,2237.0,2.13,3582.0,4.807,0.458,15.073,0,0,0,0,0
K00936.02,CONFIRMED,0.893040969,1.0981,741.7,1.24,3582.0,4.807,0.458,15.073,0,0,0,0,0
K00128.01,CONFIRMED,4.942783419,3.25346,11145.0,10.62,5514.0,4.459,0.978,13.758,0,0,0,0,0
K00937.01,CONFIRMED,20.83426731,4.0454,988.4,2.74,5537.0,4.549,0.88,15.412,0,0,0,0,0
K00938.01,CONFIRMED,9.94602357,3.3862,994.5,3.12,5344.0,4.365,1.013,15.596,0,0,0,0,0
K00938.02,CONFIRMED,1.04562195,1.8955,213.0,1.45,5344.0,4.365,1.013,15.596,0,0,0,0,0
K00938.03,CONFIRMED,5.71462396,2.336,297.8,1.78,5344.0,4.365,1.013,15.596,0,0,0,0,0
K00145.01,FALSE POSITIVE,102.9641952,15.735,1896.7,39.0,5047.0,3.066,7.119,13.608,0,0,0,0,0
K01102.02,CONFIRMED,8.14515981,5.073,446.8,3.43,5896.0,4.197,1.24,14.925,0,0,0,0,0
K01102.03,CONFIRMED,18.9985279,4.529,430.7,43.17,5896.0,4.197,1.24,14.925,0,0,0,0,0
K01102.04,CONFIRMED,4.24439049,3.282,174.0,2.07,5896.0,4.197,1.24,14.925,0,0,0,0,0
K01103.01,CANDIDATE,90.1240507,11.649,3020.3,7.12,6520.0,4.375,1.215,14.96,0,0,0,0,0
K00150.02,CONFIRMED,28.5742692,4.9427,824.9,2.32,5551.0,4.508,0.812,13.771,0,0,0,0,0
K01168.01,CANDIDATE,856.672115,23.144,858.1,3.87,6449.0,4.232,1.309,13.997,0,0,0,0,0
K01169.01,CANDIDATE,0.689210173,1.6169,195.0,1.32,5630.0,4.505,0.954,13.248,0,0,0,0,0
K01170.01,CONFIRMED,7.34373964,1.1784,574.4,1.84,5757.0,4.597,0.762,14.657,0,0,0,0,0
K01171.01,FALSE POSITIVE,0.445277068,3.539,186.7,35.74,6167.0,4.444,1.064,15.343,0,0,0,0,0
K00966.01,FALSE POSITIVE,0.379463865,0.86896,1973.3,59.56,5075.0,3.892,1.783,13.787,0,0,0,0,0
K00967.01,FALSE POSITIVE,9.88047978,2.78458,18541.0,23.6,6113.0,4.512,0.917,15.212,0,0,0,0,0
K00968.01,FALSE POSITIVE,4.6484156,38.1939,128.4,5.06,6980.0,3.577,3.482,10.963,0,0,0,0,0
K00969.01,FALSE POSITIVE,17.512014768,1.8248,4511.7,13.66,6224.0,4.33,1.132,12.336,0,0,0,0,0
K00970.01,CANDIDATE,3.9886021,1.7376,673.5,34.39,4813.0,2.472,13.652,6.974,0,0,0,0,0
K00971.01,CANDIDATE,0.533059312,1.8621,1495.8,133.56,8523.0,3.559,4.051,7.748,0,0,0,0,0
K01044.01,FALSE POSITIVE,0.525154153,2.1441,747.5,23.61,5582.0,4.497,0.846,15.058,0,0,0,0,0
K01045.01,FALSE POSITIVE,1.303861044,4.0541,598.2,27.85,5758.0,4.475,0.902,13.555,0,0,0,0,0
K01046.01,FALSE POSITIVE,0.73452496,6.7,70.8,1.08,5780.0,4.438,1.0,13.22,1,1,1,1,1
K01047.01,FALSE POSITIVE,2.55549176,9.083,113.8,23.35,5948.0,4.508,0.901,14.554,0,0,0,0,0
K00014.01,FALSE POSITIVE,2.947376671,2.0911,433.2,403.59,8090.0,4.002,2.234,10.47,0,0,0,0,0
K00139.01,CONFIRMED,224.7789355,11.1899,3487.5,7.67,5873.0,4.293,1.235,13.492,0,0,0,0,0
K01104.01,FALSE POSITIVE,0.890110752,0.8774,321.5,1.25,4768.0,4.628,0.711,15.723,0,0,0,0,0
K01105.01,FALSE POSITIVE,5.76573396,2.924,248.0,7.47,5772.0,3.364,4.434,14.313,0,0,0,0,0
K01106.01,CONFIRMED,7.42608123,3.6379,443.3,2.47,6049.0,4.353,1.176,14.818,0,0,0,0,0
K01106.02,CONFIRMED,15.9868932,4.158,178.5,1.62,6049.0,4.353,1.176,14.818,0,0,0,0,0
K01107.01,FALSE POSITIVE,0.73094589,4.32,250.2,17.12,5901.0,4.553,0.848,15.401,0,0,0,0,0
K01108.01,CONFIRMED,18.92537246,3.9835,640.9,13.92,4941.0,3.317,4.885,14.604,0,0,0,0,0
K01172.01,FALSE POSITIVE,0.933749106,4.256,186.2,3.22,6215.0,3.849,2.188,13.079,0,0,0,0,0
K01173.01,FALSE POSITIVE,2.037440623,3.442,118.6,1.19,6253.0,4.415,1.015,14.187,0,0,0,0,0
K01174.01,CANDIDATE,129995.7784,9.408,1474.9,2.99,4500.0,4.572,0.726,13.447,0,0,0,0,0
K01175.01,CONFIRMED,31.5925809,13.566,145.1,1.78,5676.0,4.1,1.487,13.29,0,0,0,0,0
K01175.02,CONFIRMED,17.157236,11.284,110.4,1.55,5676.0,4.1,1.487,13.29,0,0,0,0,0
K01176.01,CONFIRMED,1.97376085,1.82542,30222.0,8.78,3807.0,4.762,0.503,15.715,0,0,0,0,0
K00972.01,CANDIDATE,13.118962443,4.3045,372.2,8.25,7221.0,3.488,4.24,9.275,0,0,0,0,0
K00133.01,FALSE POSITIVE,4.618767792,5.9957,4399.1,7.48,6013.0,4.381,1.033,13.652,0,0,0,0,0
K00972.02,CANDIDATE,7.82187328,3.8417,42.2,2.78,7221.0,3.488,4.24,9.275,0,0,0,0,0
K00974.01,CANDIDATE,53.5057611,10.5616,195.6,2.52,6247.0,4.016,1.762,9.582,0,0,0,0,0
K00975.01,CONFIRMED,2.785821236,3.5599,68.9,1.69,6202.0,4.026,1.733,8.224,0,0,0,0,0
K00976.01,FALSE POSITIVE,52.56901867,6.7507,26900.0,78.54,7240.0,4.178,1.717,9.729,0,0,0,0,0
K01048.01,FALSE POSITIVE,3.411758679,3.158,570.6,14.71,3995.0,4.71,0.561,15.258,0,0,0,0,0
K01049.01,FALSE POSITIVE,0.525426427,1.0801,324.6,1.45,5791.0,4.575,0.802,14.797,0,0,0,0,0
K01050.01,CONFIRMED,1.269091415,1.4647,340.9,1.41,5041.0,4.576,0.766,13.999,0,0,0,0,0
K01050.02,CONFIRMED,2.853133997,1.465,277.1,1.36,5041.0,4.576,0.766,13.999,0,0,0,0,0
K01051.01,CONFIRMED,6.79685353,3.1702,393.1,2.01,6061.0,4.486,0.97,15.391,0,0,0,0,0
K00146.01,FALSE POSITIVE,8.667822346,4.9658,2121.9,67.37,6266.0,3.923,1.889,13.03,0,0,0,0,0
K01108.02,CONFIRMED,1.475323222,2.3155,154.9,5.88,4941.0,3.317,4.885,14.604,0,0,0,0,0
K01108.03,CONFIRMED,4.15246118,2.5755,223.4,7.62,4941.0,3.317,4.885,14.604,0,0,0,0,0
K01109.01,FALSE POSITIVE,6.7210783,7.46,70.8,1.08,5780.0,4.438,1.0,14.792,1,1,1,1,1
K01110.01,CONFIRMED,8.7348852,4.49,270.7,1.59,5982.0,4.493,0.96,14.794,0,0,0,0,0
K01111.01,FALSE POSITIVE,10.26547688,3.733,399.6,1.81,5699.0,4.553,0.853,15.212,0,0,0,0,0
K00151.01,CANDIDATE,13.4471791,3.0454,1428.2,5.24,6276.0,4.405,1.041,14.0,0,0,0,0,0
K01177.01,FALSE POSITIVE,3.305577989,2.5903,17971.0,25.89,5534.0,4.629,0.707,15.537,0,0,0,0,0
K01178.01,FALSE POSITIVE,4.800653901,9.0419,15304.0,16.91,6715.0,4.347,1.241,13.32,0,0,0,0,0
K01179.01,FALSE POSITIVE,15.06649901,5.9885,36348.0,56.44,5751.0,4.028,1.626,13.855,0,0,0,0,0
K01180.01,FALSE POSITIVE,34.82008158,11.1711,18848.0,11.36,5114.0,4.522,0.784,15.187,0,0,0,0,0
K01181.01,FALSE POSITIVE,0.651784374,2.0141,2779.3,33.65,5555.0,4.375,1.061,14.997,0,0,0,0,0
K00977.01,FALSE POSITIVE,1.353771892,7.012,1349.1,430.99,4283.0,2.012,15.76,10.523,0,0,0,0,0
K00978.01,FALSE POSITIVE,18.95491633,24.249,867.5,71.39,6362.0,3.761,2.534,10.988,0,0,0,0,0
K00979.01,FALSE POSITIVE,4.348866254,3.2797,625.6,2436.69,3598.0,0.65,101.451,10.68,0,0,0,0,0
K00980.01,FALSE POSITIVE,47.93094546,2.6897,2144.4,68.02,8214.0,4.104,1.938,10.376,0,0,0,0,0
K00981.01,FALSE POSITIVE,3.99751422,3.686,32.8,2.98,5066.0,3.122,5.324,10.733,0,0,0,0,0
K00982.01,FALSE POSITIVE,1.592633181,5.5605,633.1,1.56,4506.0,4.626,0.651,15.47,0,0,0,0,0
K00134.01,CONFIRMED,67.5923754,12.249,4158.1,12.1,6038.0,4.082,1.744,13.675,0,0,0,0,0
K01052.01,CONFIRMED,17.02902786,4.645,568.9,2.54,5839.0,4.327,1.067,15.381,0,0,0,0,0
K01052.02,CONFIRMED,6.84619236,3.529,246.8,1.67,5839.0,4.327,1.067,15.381,0,0,0,0,0
K01052.03,CONFIRMED,67.8321638,7.358,507.8,2.39,5839.0,4.327,1.067,15.381,0,0,0,0,0
K01052.04,CONFIRMED,43.1312147,3.198,447.8,2.39,5839.0,4.327,1.067,15.381,0,0,0,0,0
K01053.01,CONFIRMED,1.224866441,1.7086,196.0,1.54,5553.0,4.32,1.107,15.376,0,0,0,0,0
K01112.01,CONFIRMED,37.8102649,8.733,570.3,2.33,6085.0,4.451,0.973,14.633,0,0,0,0,0
K01113.01,CONFIRMED,25.93406406,4.6142,414.5,2.48,5952.0,4.287,1.225,13.703,0,0,0,0,0
K01113.02,CONFIRMED,83.4463485,6.536,503.0,2.73,5952.0,4.287,1.225,13.703,0,0,0,0,0
K01114.01,FALSE POSITIVE,7.04710032,2.926,400.9,25.2,5766.0,4.363,1.068,14.928,0,0,0,0,0
K01115.01,CONFIRMED,12.99204853,6.0175,270.6,2.03,5765.0,4.236,1.242,13.974,0,0,0,0,0
K01182.01,FALSE POSITIVE,11.11620211,4.211,4843.9,8.96,6122.0,4.471,0.996,15.38,0,0,0,0,0
K01183.01,FALSE POSITIVE,1.922861499,3.5734,1916.2,5.09,5778.0,4.531,0.911,14.942,0,0,0,0,0
K01184.01,FALSE POSITIVE,0.635445336,1.8592,2547.4,19.0,3920.0,4.7,0.55,15.432,0,0,0,0,0
K01185.01,FALSE POSITIVE,1.665784138,1.8946,2006.2,97.27,6261.0,3.686,2.789,11.84,0,0,0,0,0
K01186.01,FALSE POSITIVE,55.6639167,23.546,3414.4,34.14,5587.0,4.528,0.853,15.593,0,0,0,0,0
K00152.01,CONFIRMED,52.09081627,8.6388,2894.1,7.14,6198.0,4.237,1.324,13.914,0,0,0,0,0
K00983.01,FALSE POSITIVE,7.1548608,7.694,780.4,7.41,7443.0,4.166,1.739,12.616,0,0,0,0,0
K00984.01,CONFIRMED,4.28746668,1.5693,790.1,2.29,5296.0,4.576,0.815,11.631,0,0,0,0,0
K00985.01,FALSE POSITIVE,2.002779769,2.231,260.5,1.42,5346.0,4.44,0.892,14.606,0,0,0,0,0
K00986.01,CONFIRMED,8.18739443,3.0472,517.6,1.92,5251.0,4.494,0.849,14.138,0,0,0,0,0
K00986.02,CONFIRMED,76.0498163,7.158,445.9,1.75,5251.0,4.494,0.849,14.138,0,0,0,0,0
K00139.02,CONFIRMED,3.341799486,2.9254,178.2,1.67,5873.0,4.293,1.235,13.492,0,0,0,0,0
K01054.01,FALSE POSITIVE,3.3226948,3.568,78.7,15.33,5234.0,2.41,16.959,11.899,0,0,0,0,0
K01055.01,FALSE POSITIVE,36.97708808,4.737,1269.9,38.6,5589.0,4.193,1.239,13.698,0,0,0,0,0
K01056.01,FALSE POSITIVE,1.851409163,10.232,232.5,20.42,7117.0,4.176,1.469,13.473,0,0,0,0,0
K01057.01,FALSE POSITIVE,1.303859704,2.8239,36.7,0.98,6802.0,4.103,1.521,11.558,0,0,0,0,0
K00147.01,FALSE POSITIVE,145.5624926,5.4126,2931.6,40.15,6148.0,4.346,1.095,13.884,0,0,0,0,0
K01116.01,CONFIRMED,3.749105745,1.9826,182.6,1.68,5751.0,4.447,0.983,13.333,0,0,0,0,0
K01117.01,CONFIRMED,11.08956602,6.2877,148.1,3.51,6353.0,3.698,2.867,12.808,0,0,0,0,0
K01118.01,CANDIDATE,7.37290344,2.172,205.2,2.67,5973.0,4.371,1.07,13.835,0,0,0,0,0
K01119.01,FALSE POSITIVE,7.24476126,2.3145,58.0,0.65,5370.0,4.494,0.874,11.157,0,0,0,0,0
K01193.01,CANDIDATE,119.0624882,3.1188,5372.3,10.4,5697.0,4.392,0.92,15.289,0,0,0,0,0
K01194.01,CONFIRMED,8.70798309,2.4904,1419.6,2.01,4362.0,4.722,0.554,15.842,0,0,0,0,0
K01194.02,CANDIDATE,14.8623076,3.161,840.0,1.57,4362.0,4.722,0.554,15.842,0,0,0,0,0
K01194.03,CONFIRMED,4.17634276,2.335,531.5,1.23,4362.0,4.722,0.554,15.842,0,0,0,0,0
K00152.02,CONFIRMED,27.40229859,6.8491,747.5,3.63,6198.0,4.237,1.324,13.914,0,0,0,0,0
K00987.01,CONFIRMED,3.179267286,1.0246,200.9,1.21,5511.0,4.554,0.857,12.55,0,0,0,0,0
K00988.01,CONFIRMED,10.38122447,2.715,801.5,2.18,5095.0,4.566,0.78,13.562,0,0,0,0,0
K00988.02,CONFIRMED,24.5709023,3.587,764.2,2.82,5095.0,4.566,0.78,13.562,0,0,0,0,0
K00989.01,FALSE POSITIVE,81.221876,4.1135,9883.0,16.59,5619.0,4.536,0.874,15.488,0,0,0,0,0
K00989.02,FALSE POSITIVE,0.817026268,2.0799,1145.5,2.92,5619.0,4.536,0.874,15.488,0,0,0,0,0
K00135.01,CONFIRMED,3.024092505,2.8021,7765.0,12.14,6063.0,4.261,1.358,13.958,0,0,0,0,0
K01058.01,FALSE POSITIVE,5.670155713,0.9361,536.7,5.85,3337.0,5.126,0.183,13.783,0,0,0,0,0
K01059.01,CONFIRMED,1.022678654,1.3712,129.2,1.14,5366.0,4.363,1.02,14.803,0,0,0,0,0
K01060.01,CONFIRMED,12.10968709,6.3461,284.7,2.98,6021.0,4.093,1.458,14.348,0,0,0,0,0
K01060.02,CONFIRMED,4.75796103,4.66,124.5,1.7,6021.0,4.093,1.458,14.348,0,0,0,0,0
K01060.03,CONFIRMED,20.4972755,8.536,242.9,2.96,6021.0,4.093,1.458,14.348,0,0,0,0,0
K01119.02,FALSE POSITIVE,13.55480534,2.288,48.3,0.62,5370.0,4.494,0.874,11.157,0,0,0,0,0
K01120.01,FALSE POSITIVE,29.74454668,23.2842,66894.0,20.06,4889.0,4.569,0.788,11.753,0,0,0,0,0
K01121.01,FALSE POSITIVE,14.15402428,4.47001,61625.0,53.25,5850.0,4.404,1.037,12.932,0,0,0,0,0
K01122.01,FALSE POSITIVE,0.844786082,3.5289,2468.5,35.27,5705.0,4.452,0.915,15.363,0,0,0,0,0
K01123.01,FALSE POSITIVE,0.848483947,1.4451,1907.4,32.11,5941.0,4.504,0.936,15.323,0,0,0,0,0
K01124.01,FALSE POSITIVE,11.99097576,5.7401,2124.3,37.47,6110.0,4.352,1.072,14.977,0,0,0,0,0
K01199.01,CONFIRMED,53.5292702,5.668,1086.1,2.28,4736.0,4.624,0.708,14.887,0,0,0,0,0
K01200.01,FALSE POSITIVE,0.393726813,2.95,564.6,24.17,6277.0,4.449,1.031,15.025,0,0,0,0,0
K01201.01,CONFIRMED,2.757584622,0.9267,563.1,1.01,3683.0,4.84,0.424,15.597,0,0,0,0,0
K01202.01,CONFIRMED,0.928310036,1.1899,376.2,1.16,4109.0,4.672,0.602,15.854,0,0,0,0,0
K00152.03,CONFIRMED,13.48457668,5.0197,653.5,3.39,6198.0,4.237,1.324,13.914,0,0,0,0,0
K01203.01,CONFIRMED,31.8841473,6.122,910.0,3.7,5779.0,4.477,0.974,15.368,0,0,0,0,0
K00989.03,CANDIDATE,16.15811112,6.049,2319.8,86.13,5619.0,4.536,0.874,15.488,0,0,0,0,0
K00990.01,FALSE POSITIVE,67.69213907,51.349,25457.0,175.98,5355.0,2.754,10.703,10.7,0,0,0,0,0
K00991.01,CONFIRMED,12.06222962,2.0584,300.2,1.62,5547.0,4.451,0.933,13.581,0,0,0,0,0
K00992.01,CONFIRMED,9.93146307,5.678,398.6,2.41,5782.0,4.28,1.22,15.214,0,0,0,0,0
K00993.01,CONFIRMED,21.85362905,3.439,355.6,1.75,5830.0,4.54,0.876,14.246,0,0,0,0,0
K01060.04,CONFIRMED,8.19345065,5.234,115.4,1.74,6021.0,4.093,1.458,14.348,0,0,0,0,0
K00140.01,FALSE POSITIVE,19.97867,10.168,944.3,6.85,9651.0,4.229,1.895,13.849,0,0,0,0,0
K01061.01,CONFIRMED,41.8059544,6.057,434.4,2.02,5907.0,4.445,0.973,14.502,0,0,0,0,0
K01062.01,FALSE POSITIVE,15.45158184,2.406,85.3,2.02,7839.0,4.08,2.069,11.798,0,0,0,0,0
K01063.01,FALSE POSITIVE,89.698168533,5.5418,273110.0,102.08,6214.0,4.021,1.583,13.624,0,0,0,0,0
K01064.01,FALSE POSITIVE,1.187352427,4.999,20703.0,67.35,6424.0,4.186,1.489,13.623,0,0,0,0,0
K00015.01,FALSE POSITIVE,3.012476582,3.1424,1138.5,65.25,8601.0,4.137,2.031,12.403,0,0,0,0,0
K00148.01,CONFIRMED,4.77800306,2.7361,473.0,1.85,5192.0,4.489,0.873,13.04,0,0,0,0,0
K01125.01,FALSE POSITIVE,7.814839231,3.0122,2010.3,5.33,5887.0,4.499,0.931,15.452,0,0,0,0,0
K01126.01,FALSE POSITIVE,29.7452499,22.695,778.9,3.6,5334.0,4.372,1.004,15.259,0,0,0,0,0
K01127.01,CONFIRMED,5.32667299,3.4045,611.4,2.26,5831.0,4.517,0.921,15.808,0,0,0,0,0
K01187.01,FALSE POSITIVE,0.741057213,1.05299,1996.3,26.67,5496.0,4.592,0.776,14.489,0,0,0,0,0
K01188.01,FALSE POSITIVE,2.988085455,3.68,802.8,21.81,5497.0,4.577,0.809,15.381,0,0,0,0,0
K01189.01,FALSE POSITIVE,2.783883492,2.4546,903.9,67.17,6028.0,3.835,2.147,14.216,0,0,0,0,0
K01190.01,FALSE POSITIVE,0.393727296,3.02,903.5,23.05,5628.0,4.575,0.808,15.856,0,0,0,0,0
